"","actual_tmpc","predicted_tmpc","accuracy","method"
"93",4.89583333333333,4.78597419812611,0.109859135207223,"idw"
"94",2.5625,2.86959990427551,0.307099904275514,"idw"
"95",3.54166666666667,5.61791806242458,2.07625139575791,"idw"
"96",8.47916666666667,6.73653260274166,1.74263406392501,"linear-regression"
"97",7.39583333333333,5.65054116675231,1.74529216658102,"linear-regression"
"98",4.89583333333333,6.45855320283682,1.56271986950348,"linear-regression"
"99",2.5625,3.18683751482557,0.624337514825569,"linear-regression"
"100",3.54166666666667,7.41852792727938,3.87686126061272,"linear-regression"
"101",0.76,4.15534272503008,3.39534272503009,"simple-kriging"
"102",3.70833333333333,3.11067865095807,0.597654682375263,"simple-kriging"
"103",8.47916666666667,6.49861141922511,1.98055524744156,"simple-kriging"
"104",10,8.23332094936368,1.76667905063632,"simple-kriging"
"105",1.4375,3.83690492843027,2.39940492843027,"simple-kriging"
"106",0.76,4.16064943535728,3.40064943535728,"ordinary-kriging"
"107",3.70833333333333,3.32051364919304,0.387819684140291,"ordinary-kriging"
"108",8.47916666666667,6.49222796086728,1.98693870579938,"ordinary-kriging"
"109",10,8.87709060399153,1.12290939600847,"ordinary-kriging"
"110",1.4375,3.82651544309637,2.38901544309637,"ordinary-kriging"
"111",0.76,4.14374400071003,3.38374400071003,"universal-kriging"
"112",3.70833333333333,2.95665264714076,0.751680686192576,"universal-kriging"
"113",8.47916666666667,6.44994456619409,2.02922210047258,"universal-kriging"
"114",10,8.9855961381165,1.0144038618835,"universal-kriging"
"115",1.4375,3.80528008153277,2.36778008153277,"universal-kriging"
"116",0.76,4.69014115794534,3.93014115794534,"idw"
"117",3.70833333333333,3.60489904028363,0.103434293049705,"idw"
"118",8.47916666666667,6.89195670121162,1.58720996545504,"idw"
"119",10,7.52638464083618,2.47361535916382,"idw"
"120",1.4375,3.84331748670065,2.40581748670065,"idw"
"121",0.76,6.07303698801271,5.31303698801271,"linear-regression"
"122",3.70833333333333,5.21231430136559,1.50398096803226,"linear-regression"
"123",8.47916666666667,6.74354909228203,1.73561757438464,"linear-regression"
"124",10,8.1956395121926,1.8043604878074,"linear-regression"
"125",1.4375,4.01602461248392,2.57852461248392,"linear-regression"
"126",9.4375,7.47285266063365,1.96464733936635,"simple-kriging"
"127",10,8.09265847838663,1.90734152161337,"simple-kriging"
"128",5.16666666666667,4.9408537965572,0.225812870109467,"simple-kriging"
"129",3.875,1.61894627100406,2.25605372899594,"simple-kriging"
"130",5.52,4.63782780430215,0.88217219569785,"simple-kriging"
"131",9.4375,8.2628150504841,1.1746849495159,"ordinary-kriging"
"132",10,8.77664267398237,1.22335732601763,"ordinary-kriging"
"133",5.16666666666667,4.91547492703803,0.251191739628636,"ordinary-kriging"
"134",3.875,1.5567379756784,2.3182620243216,"ordinary-kriging"
"135",5.52,4.65880089840442,0.861199101595581,"ordinary-kriging"
"136",9.4375,9.22150730975267,0.215992690247335,"universal-kriging"
"137",10,8.95962392438055,1.04037607561945,"universal-kriging"
"138",5.16666666666667,4.75534354495461,0.411323121712052,"universal-kriging"
"139",3.875,1.55012887938982,2.32487112061018,"universal-kriging"
"140",5.52,4.59980505696605,0.920194943033945,"universal-kriging"
"141",9.4375,7.00611090366285,2.43138909633715,"idw"
"142",10,7.54413249851634,2.45586750148366,"idw"
"143",5.16666666666667,5.30343777147513,0.136771104808464,"idw"
"144",3.875,2.39451503677696,1.48048496322304,"idw"
"145",5.52,4.82006636161988,0.699933638380121,"idw"
"146",9.4375,9.67222140996216,0.234721409962155,"linear-regression"
"147",10,8.25426462360966,1.74573537639034,"linear-regression"
"148",5.16666666666667,7.08190454579778,1.91523787913111,"linear-regression"
"149",3.875,3.62700907664557,0.247990923354426,"linear-regression"
"150",5.52,6.51236862244761,0.992368622447611,"linear-regression"
"151",10.0416666666667,11.4774820891338,1.43581542246712,"simple-kriging"
"152",2.34042553191489,4.1705556811093,1.83013014919441,"simple-kriging"
"153",1.4375,3.93185889707072,2.49435889707072,"simple-kriging"
"154",3.60416666666667,2.53301676846731,1.07114989819935,"simple-kriging"
"155",11.3958333333333,10.2506605134057,1.14517281992765,"simple-kriging"
"156",10.0416666666667,11.8479999193487,1.806333252682,"ordinary-kriging"
"157",2.34042553191489,4.4325416849474,2.0921161530325,"ordinary-kriging"
"158",1.4375,3.92344751726716,2.48594751726716,"ordinary-kriging"
"159",3.60416666666667,2.72093756052104,0.883229106145622,"ordinary-kriging"
"160",11.3958333333333,12.0511718859149,0.655338552581565,"ordinary-kriging"
"161",10.0416666666667,11.3744900210135,1.33282335434688,"universal-kriging"
"162",2.34042553191489,4.47991403537985,2.13948850346496,"universal-kriging"
"163",1.4375,3.90410556022809,2.46660556022809,"universal-kriging"
"164",3.60416666666667,2.36802609604682,1.23614057061984,"universal-kriging"
"165",11.3958333333333,15.1124129360515,3.71657960271812,"universal-kriging"
"166",10.0416666666667,9.34763728299826,0.694029383668404,"idw"
"167",2.34042553191489,4.01926607391716,1.67884054200227,"idw"
"168",1.4375,3.98511203656507,2.54761203656507,"idw"
"169",3.60416666666667,3.27889827737174,0.325268389294926,"idw"
"170",11.3958333333333,7.79595381719514,3.5998795161382,"idw"
"171",10.0416666666667,6.30691919510268,3.73474747156398,"linear-regression"
"172",2.34042553191489,3.60782764631642,1.26740211440152,"linear-regression"
"173",1.4375,3.97343775357357,2.53593775357357,"linear-regression"
"174",3.60416666666667,5.0621403140847,1.45797364741804,"linear-regression"
"175",11.3958333333333,8.27400088845873,3.1218324448746,"linear-regression"
"176",10.2291666666667,8.3944650068609,1.83470165980576,"simple-kriging"
"177",4.41666666666667,4.3856789193216,0.0309877473450628,"simple-kriging"
"178",8.52083333333333,7.42786266850692,1.09297066482641,"simple-kriging"
"179",12.9375,7.81095948414623,5.12654051585377,"simple-kriging"
"180",9.20833333333333,10.607353608417,1.39902027508363,"simple-kriging"
"181",10.2291666666667,8.35642340330996,1.87274326335671,"ordinary-kriging"
"182",4.41666666666667,4.39315993185379,0.0235067348128757,"ordinary-kriging"
"183",8.52083333333333,7.53216428347055,0.988669049862784,"ordinary-kriging"
"184",12.9375,10.3707977709054,2.56670222909463,"ordinary-kriging"
"185",9.20833333333333,10.803918130768,1.59558479743465,"ordinary-kriging"
"186",10.2291666666667,8.16638100727532,2.06278565939134,"universal-kriging"
"187",4.41666666666667,4.38108521768916,0.0355814489775073,"universal-kriging"
"188",8.52083333333333,7.50363892828884,1.0171944050445,"universal-kriging"
"189",12.9375,14.1144854936437,1.17698549364375,"universal-kriging"
"190",9.20833333333333,10.4459760593827,1.23764272604939,"universal-kriging"
"191",10.2291666666667,7.44060563285695,2.78856103380971,"idw"
"192",4.41666666666667,4.35869400395602,0.0579726627106423,"idw"
"193",8.52083333333333,6.95746498607652,1.56336834725681,"idw"
"194",12.9375,8.41646660702624,4.52103339297376,"idw"
"195",9.20833333333333,9.86283358810742,0.654500254774081,"idw"
"196",10.2291666666667,6.09808611135045,4.13108055531622,"linear-regression"
"197",4.41666666666667,6.09592419233825,1.67925752567158,"linear-regression"
"198",8.52083333333333,9.19390906086424,0.673075727530902,"linear-regression"
"199",12.9375,6.21665165487876,6.72084834512124,"linear-regression"
"200",9.20833333333333,5.53072546469166,3.67760786864167,"linear-regression"
"201",9.27083333333333,10.9745880663487,1.70375473301539,"simple-kriging"
"202",3.54166666666667,5.34371705008935,1.80205038342269,"simple-kriging"
"203",3.1875,4.47855599706185,1.29105599706185,"simple-kriging"
"204",9.66666666666667,8.67659319184267,0.990073474823998,"simple-kriging"
"205",6.20833333333333,3.75020159830484,2.4581317350285,"simple-kriging"
"206",9.27083333333333,11.6396581521863,2.36882481885295,"ordinary-kriging"
"207",3.54166666666667,5.35049375014017,1.8088270834735,"ordinary-kriging"
"208",3.1875,4.48231257071357,1.29481257071357,"ordinary-kriging"
"209",9.66666666666667,8.65062688844846,1.01603977821821,"ordinary-kriging"
"210",6.20833333333333,3.78752534567999,2.42080798765335,"ordinary-kriging"
"211",9.27083333333333,12.5171274436673,3.24629411033393,"universal-kriging"
"212",3.54166666666667,5.30098900738669,1.75932234072002,"universal-kriging"
"213",3.1875,4.36630075273017,1.17880075273017,"universal-kriging"
"214",9.66666666666667,8.56330310603973,1.10336356062694,"universal-kriging"
"215",6.20833333333333,3.71124799408793,2.49708533924541,"universal-kriging"
"216",9.27083333333333,7.74183526518883,1.52899806814451,"idw"
"217",3.54166666666667,5.73193315913688,2.19026649247021,"idw"
"218",3.1875,5.48484154059273,2.29734154059273,"idw"
"219",9.66666666666667,8.15659897936742,1.51006768729924,"idw"
"220",6.20833333333333,4.35303363374926,1.85529969958407,"idw"
"221",9.27083333333333,7.80127994993042,1.46955338340291,"linear-regression"
"222",3.54166666666667,7.56950571649717,4.02783904983051,"linear-regression"
"223",3.1875,8.13101576918344,4.94351576918344,"linear-regression"
"224",9.66666666666667,6.4614652596731,3.20520140699356,"linear-regression"
"225",6.20833333333333,6.35602825514394,0.147694921810603,"linear-regression"
"226",2.58333333333333,2.71018572656951,0.126852393236173,"simple-kriging"
"227",6.4375,8.09007538263004,1.65257538263004,"simple-kriging"
"228",5.85416666666667,3.79992941029016,2.05423725637651,"simple-kriging"
"229",3.60416666666667,2.55520537000596,1.0489612966607,"simple-kriging"
"230",2.34042553191489,4.16115178917949,1.82072625726459,"simple-kriging"
"231",2.58333333333333,3.60425792012452,1.02092458679118,"ordinary-kriging"
"232",6.4375,8.06139656552333,1.62389656552333,"ordinary-kriging"
"233",5.85416666666667,7.27892113579232,1.42475446912566,"ordinary-kriging"
"234",3.60416666666667,2.88115303424581,0.723013632420852,"ordinary-kriging"
"235",2.34042553191489,4.50373585440803,2.16331032249314,"ordinary-kriging"
"236",2.58333333333333,3.77758343573332,1.19425010239999,"universal-kriging"
"237",6.4375,7.99265677912206,1.55515677912206,"universal-kriging"
"238",5.85416666666667,4.23813926110623,1.61602740556044,"universal-kriging"
"239",3.60416666666667,2.43558530209192,1.16858136457475,"universal-kriging"
"240",2.34042553191489,4.64313190675056,2.30270637483567,"universal-kriging"
"241",2.58333333333333,3.04606388069804,0.462730547364707,"idw"
"242",6.4375,8.08974085944174,1.65224085944174,"idw"
"243",5.85416666666667,5.68259255723442,0.171574109432248,"idw"
"244",3.60416666666667,3.30905043597853,0.295116230688141,"idw"
"245",2.34042553191489,3.94568852908356,1.60526299716866,"idw"
"246",2.58333333333333,2.82876798075628,0.245434647422949,"linear-regression"
"247",6.4375,7.84057747357854,1.40307747357854,"linear-regression"
"248",5.85416666666667,3.56724078938593,2.28692587728074,"linear-regression"
"249",3.60416666666667,4.8840985053557,1.27993183868904,"linear-regression"
"250",2.34042553191489,3.48536314225668,1.14493761034179,"linear-regression"
"251",5.3125,4.90989999073616,0.402600009263837,"simple-kriging"
"252",2.91111111111111,3.16627534054257,0.255164229431458,"simple-kriging"
"253",9.75,11.4833869982683,1.73338699826828,"simple-kriging"
"254",11.0425531914894,10.6349723158883,0.407580875601065,"simple-kriging"
"255",2.5,3.56730748677445,1.06730748677445,"simple-kriging"
"256",5.3125,5.32986921517812,0.0173692151781166,"ordinary-kriging"
"257",2.91111111111111,3.17826726081044,0.267156149699332,"ordinary-kriging"
"258",9.75,11.5490308336908,1.79903083369083,"ordinary-kriging"
"259",11.0425531914894,11.8066033706152,0.764050179125839,"ordinary-kriging"
"260",2.5,3.57032001447922,1.07032001447922,"ordinary-kriging"
"261",5.3125,4.62896387524785,0.683536124752154,"universal-kriging"
"262",2.91111111111111,3.12045816847039,0.209347057359274,"universal-kriging"
"263",9.75,11.6486799101165,1.89867991011654,"universal-kriging"
"264",11.0425531914894,13.5437266105042,2.50117341901487,"universal-kriging"
"265",2.5,3.56417040592462,1.06417040592462,"universal-kriging"
"266",5.3125,5.1779103504162,0.134589649583799,"idw"
"267",2.91111111111111,3.88915383512224,0.978042724011125,"idw"
"268",9.75,10.872788561988,1.12278856198803,"idw"
"269",11.0425531914894,7.54720978741154,3.49534340407782,"idw"
"270",2.5,3.60220467846528,1.10220467846528,"idw"
"271",5.3125,5.41314735823098,0.100647358230979,"linear-regression"
"272",2.91111111111111,4.6747773446667,1.76366623355559,"linear-regression"
"273",9.75,7.10761721299919,2.64238278700081,"linear-regression"
"274",11.0425531914894,8.14241029714141,2.90014289434795,"linear-regression"
"275",2.5,5.96842679766097,3.46842679766097,"linear-regression"
"276",5.0625,6.51855683123897,1.45605683123897,"simple-kriging"
"277",6.89583333333333,9.31327467943101,2.41744134609768,"simple-kriging"
"278",5.58333333333333,5.8383158727138,0.254982539380464,"simple-kriging"
"279",12.875,9.07035891137815,3.80464108862185,"simple-kriging"
"280",8.64583333333333,6.48598001210451,2.15985332122883,"simple-kriging"
"281",5.0625,6.74504003690293,1.68254003690293,"ordinary-kriging"
"282",6.89583333333333,9.4598103385252,2.56397700519187,"ordinary-kriging"
"283",5.58333333333333,5.81571793017719,0.232384596843856,"ordinary-kriging"
"284",12.875,10.5139613600996,2.36103863990044,"ordinary-kriging"
"285",8.64583333333333,6.42627099293226,2.21956234040107,"ordinary-kriging"
"286",5.0625,6.6418906421286,1.5793906421286,"universal-kriging"
"287",6.89583333333333,9.62253651977505,2.72670318644172,"universal-kriging"
"288",5.58333333333333,5.72083043663434,0.137497103301006,"universal-kriging"
"289",12.875,12.26742271486,0.607577285140048,"universal-kriging"
"290",8.64583333333333,6.30900896783842,2.33682436549491,"universal-kriging"
"291",5.0625,6.25339124410284,1.19089124410284,"idw"
"292",6.89583333333333,7.43960671783908,0.543773384505743,"idw"
"293",5.58333333333333,6.23594194339605,0.652608610062713,"idw"
"294",12.875,8.47327808820111,4.40172191179889,"idw"
"295",8.64583333333333,6.27457538244105,2.37125795089228,"idw"
"296",5.0625,8.54925616681095,3.48675616681095,"linear-regression"
"297",6.89583333333333,7.49682555402315,0.600992220689817,"linear-regression"
"298",5.58333333333333,9.00585919500007,3.42252586166674,"linear-regression"
"299",12.875,6.09725205357267,6.77774794642733,"linear-regression"
"300",8.64583333333333,7.9702118621924,0.67562147114093,"linear-regression"
"301",5.39583333333333,3.87624502762707,1.51958830570626,"simple-kriging"
"302",13.2083333333333,8.54108518716906,4.66724814616427,"simple-kriging"
"303",7.39583333333333,8.77863909041579,1.38280575708246,"simple-kriging"
"304",3.54166666666667,4.93020791821186,1.38854125154519,"simple-kriging"
"305",4.3125,4.92667722878104,0.614177228781043,"simple-kriging"
"306",5.39583333333333,3.89951420940457,1.49631912392876,"ordinary-kriging"
"307",13.2083333333333,10.5219885858688,2.68634474746458,"ordinary-kriging"
"308",7.39583333333333,9.26503787465198,1.86920454131864,"ordinary-kriging"
"309",3.54166666666667,4.94859504539206,1.40692837872539,"ordinary-kriging"
"310",4.3125,4.90300994791474,0.590509947914744,"ordinary-kriging"
"311",5.39583333333333,3.83258047191903,1.5632528614143,"universal-kriging"
"312",13.2083333333333,13.1440806513124,0.0642526820209728,"universal-kriging"
"313",7.39583333333333,8.52468972468764,1.12885639135431,"universal-kriging"
"314",3.54166666666667,4.88438075972342,1.34271409305675,"universal-kriging"
"315",4.3125,4.83563130295196,0.523131302951959,"universal-kriging"
"316",5.39583333333333,4.38833710433247,1.00749622900087,"idw"
"317",13.2083333333333,8.87582609079803,4.33250724253531,"idw"
"318",7.39583333333333,7.76288843302079,0.367055099687454,"idw"
"319",3.54166666666667,5.63079323441618,2.08912656774951,"idw"
"320",4.3125,5.88472346514678,1.57222346514678,"idw"
"321",5.39583333333333,7.18825073625867,1.79241740292534,"linear-regression"
"322",13.2083333333333,6.43025048921864,6.7780828441147,"linear-regression"
"323",7.39583333333333,5.40368373415349,1.99214959917984,"linear-regression"
"324",3.54166666666667,7.52751372585078,3.98584705918411,"linear-regression"
"325",4.3125,8.51793752942284,4.20543752942284,"linear-regression"
"326",2.5,3.35369442768921,0.853694427689206,"simple-kriging"
"327",7.22916666666667,7.90435409063542,0.675187423968756,"simple-kriging"
"328",3.77083333333333,2.356212064485,1.41462126884834,"simple-kriging"
"329",5.85416666666667,4.16150531309361,1.69266135357305,"simple-kriging"
"330",5.58333333333333,5.99104544300821,0.407712109674875,"simple-kriging"
"331",2.5,3.35556122619308,0.855561226193082,"ordinary-kriging"
"332",7.22916666666667,8.42769890331231,1.19853223664564,"ordinary-kriging"
"333",3.77083333333333,2.37577173464281,1.39506159869052,"ordinary-kriging"
"334",5.85416666666667,6.73060807425884,0.876441407592174,"ordinary-kriging"
"335",5.58333333333333,6.10955569700714,0.526222363673812,"ordinary-kriging"
"336",2.5,3.34970346002192,0.849703460021916,"universal-kriging"
"337",7.22916666666667,8.47532574119711,1.24615907453044,"universal-kriging"
"338",3.77083333333333,2.29568576325843,1.4751475700749,"universal-kriging"
"339",5.85416666666667,4.23595090917474,1.61821575749193,"universal-kriging"
"340",5.58333333333333,6.20890901888871,0.625575685555375,"universal-kriging"
"341",2.5,3.46585387531666,0.965853875316661,"idw"
"342",7.22916666666667,6.98315566467029,0.246011001996375,"idw"
"343",3.77083333333333,3.1486783072849,0.62215502604843,"idw"
"344",5.85416666666667,5.44038338681884,0.413783279847828,"idw"
"345",5.58333333333333,6.04404615760778,0.460712824274443,"idw"
"346",2.5,5.99174217209629,3.49174217209629,"linear-regression"
"347",7.22916666666667,9.45345660965,2.22428994298333,"linear-regression"
"348",3.77083333333333,4.48591190590776,0.715078572574422,"linear-regression"
"349",5.85416666666667,3.53759728978407,2.3165693768826,"linear-regression"
"350",5.58333333333333,9.20971231008826,3.62637897675492,"linear-regression"
"351",12.3541666666667,8.27453687466196,4.0796297920047,"simple-kriging"
"352",7.22916666666667,7.23648205400853,0.00731538734186277,"simple-kriging"
"353",10.2291666666667,6.8473999769461,3.38176668972057,"simple-kriging"
"354",2.89583333333333,3.18036423119972,0.284530897866388,"simple-kriging"
"355",2.22916666666667,1.681041521617,0.548125145049662,"simple-kriging"
"356",12.3541666666667,10.354380742141,1.99978592452564,"ordinary-kriging"
"357",7.22916666666667,7.60955410685911,0.38038744019244,"ordinary-kriging"
"358",10.2291666666667,6.83678493701987,3.39238172964679,"ordinary-kriging"
"359",2.89583333333333,3.18313093274459,0.287297599411261,"ordinary-kriging"
"360",2.22916666666667,1.6419120599896,0.587254606677067,"ordinary-kriging"
"361",12.3541666666667,13.2036710376187,0.849504370952049,"universal-kriging"
"362",7.22916666666667,7.73151627357023,0.502349606903562,"universal-kriging"
"363",10.2291666666667,6.79442300254578,3.43474366412088,"universal-kriging"
"364",2.89583333333333,3.17714371677656,0.281310383443223,"universal-kriging"
"365",2.22916666666667,1.64002871029641,0.58913795637026,"universal-kriging"
"366",12.3541666666667,8.10728008307769,4.24688658358897,"idw"
"367",7.22916666666667,6.73737267232396,0.491793994342711,"idw"
"368",10.2291666666667,7.23625579271475,2.99291087395191,"idw"
"369",2.89583333333333,3.60914682596304,0.713313492629702,"idw"
"370",2.22916666666667,2.62122910128866,0.392062434621996,"idw"
"371",12.3541666666667,5.82544259394678,6.52872407271989,"linear-regression"
"372",7.22916666666667,9.21938830889233,1.99022164222566,"linear-regression"
"373",10.2291666666667,6.97041268383222,3.25875398283444,"linear-regression"
"374",2.89583333333333,5.65379895256478,2.75796561923145,"linear-regression"
"375",2.22916666666667,3.26157774841433,1.03241108174767,"linear-regression"
"376",3.70833333333333,3.04772789473307,0.660605438600268,"simple-kriging"
"377",12.0208333333333,8.96870465620417,3.05212867712916,"simple-kriging"
"378",13.2083333333333,8.54090154248758,4.66743179084575,"simple-kriging"
"379",7.39583333333333,8.979048864518,1.58321553118466,"simple-kriging"
"380",9.66666666666667,8.45947511807034,1.20719154859633,"simple-kriging"
"381",3.70833333333333,3.257796647268,0.450536686065334,"ordinary-kriging"
"382",12.0208333333333,8.95261506184611,3.06821827148722,"ordinary-kriging"
"383",13.2083333333333,10.5127320139167,2.69560131941666,"ordinary-kriging"
"384",7.39583333333333,9.44113456047546,2.04530122714213,"ordinary-kriging"
"385",9.66666666666667,8.42566519489685,1.24100147176982,"ordinary-kriging"
"386",3.70833333333333,2.89835547952,0.809977853813335,"universal-kriging"
"387",12.0208333333333,8.9143837568505,3.10644957648283,"universal-kriging"
"388",13.2083333333333,13.1062725358488,0.102060797484539,"universal-kriging"
"389",7.39583333333333,8.73160050526064,1.33576717192731,"universal-kriging"
"390",9.66666666666667,8.31375393230043,1.35291273436624,"universal-kriging"
"391",3.70833333333333,3.34092951142873,0.367403821904601,"idw"
"392",12.0208333333333,8.67433662523548,3.34649670809786,"idw"
"393",13.2083333333333,8.8459746661564,4.36235866717694,"idw"
"394",7.39583333333333,7.55238249048434,0.156549157151004,"idw"
"395",9.66666666666667,7.80794012421681,1.85872654244986,"idw"
"396",3.70833333333333,4.61364006848436,0.905306735151024,"linear-regression"
"397",12.0208333333333,6.79257869652678,5.22825463680656,"linear-regression"
"398",13.2083333333333,6.61032022628615,6.59801310704719,"linear-regression"
"399",7.39583333333333,5.02725780118849,2.36857553214484,"linear-regression"
"400",9.66666666666667,6.47693899810567,3.18972766856099,"linear-regression"
"401",8.20833333333333,6.39916473825534,1.80916859507799,"simple-kriging"
"402",10.2291666666667,8.96911949060904,1.26004717605763,"simple-kriging"
"403",1.45833333333333,3.07124018357955,1.61290685024622,"simple-kriging"
"404",2.91111111111111,2.80667864903693,0.10443246207418,"simple-kriging"
"405",6.14583333333333,4.8202525089773,1.32558082435603,"simple-kriging"
